index,Summary,word,POS,freq,forms,important,ranking
2204,cocktail|n,cocktail,n,127,"cocktail, cocktails",useful,2204
2203,bagel|n,bagel,n,127,"bagel, bagels",useful,2203
2202,announce|v,announce,v,127,"announce, announced, announces, announcing",useful,2202
2223,makeup|n,makeup,n,126,"makeup, makeups, make-up, make-ups",useful,2223
2225,six hundred|m,six hundred,m,126,six hundred,useful,2225
2224,nation|n,nation,n,126,"nation, nations",useful,2224
2219,fairy|n,fairy,n,126,"fairy, fairies",useful,2219
2222,including|fw,including,fw,126,including,useful,2222
2220,fort|n,fort,n,126,"fort, forts",useful,2220
2221,grape|n,grape,n,126,"grape, grapes",useful,2221
2232,shorts|n,shorts,n,125,shorts,useful,2232
2237,warm|v,warm,v,125,"warm, warmed, warming, warms",useful,2237
2236,tone|n,tone,n,125,"tone, tones",useful,2236
2235,tip|v,tip,v,125,"tip, tipped, tipping, tips",useful,2235
2234,therapist|n,therapist,n,125,"therapist, therapists",useful,2234
2233,talk|n,talk,n,125,"talk, talks",useful,2233
2231,reference|n,reference,n,125,"reference, references",useful,2231
2230,race|v,race,v,125,"race, raced, races, racing",useful,2230
2229,develop|v,develop,v,125,"develop, developed, developing, develops",useful,2229
2228,cut|n,cut,n,125,"cut, cuts",useful,2228
2227,childhood|n,childhood,n,125,"childhood, childhoods",useful,2227
2226,block|v,block,v,125,"block, blocked, blocking, blocks",useful,2226
2244,doubt|v,doubt,v,124,"doubt, doubted, doubting, doubts",useful,2244
2249,grocery|n,grocery,n,124,"grocery, groceries",useful,2249
2248,suggestion|n,suggestion,n,124,"suggestion, suggestions",useful,2248
2247,roll|n,roll,n,124,"roll, rolls",useful,2247
2246,goal|n,goal,n,124,"goal, goals",useful,2246
2245,exhaust|v,exhaust,v,124,"exhaust, exhausted, exhausting, exhausts",useful,2245
2240,below|fw,below,fw,124,below,useful,2240
2243,distance|n,distance,n,124,"distance, distances",useful,2243
2242,concern|n,concern,n,124,"concern, concerns",useful,2242
2241,cloud|n,cloud,n,124,"cloud, clouds",useful,2241
2239,avenue|n,avenue,n,124,"avenue, avenues",useful,2239
2238,accent|n,accent,n,124,"accent, accents",useful,2238
2259,squirrel|n,squirrel,n,123,"squirrel, squirrels",useful,2259
2265,zoo|n,zoo,n,123,"zoo, zoos",useful,2265
2264,wide|j,wide,j,123,"wide, wider, widest",useful,2264
2263,violence|n,violence,n,123,"violence, violences",useful,2263
2262,uniform|n,uniform,n,123,"uniform, uniforms",useful,2262
2261,toss|v,toss,v,123,"toss, tossed, tosses, tossing",useful,2261
2260,topic|n,topic,n,123,"topic, topics",useful,2260
2258,spider|n,spider,n,123,"spider, spiders",useful,2258
2256,reservation|n,reservation,n,123,"reservation, reservations",useful,2256
2255,odds|n,odds,n,123,odds,useful,2255
2254,neat|j,neat,j,123,"neat, neater, neatest",useful,2254
2253,jury|n,jury,n,123,"jury, juries",useful,2253
2252,inch|n,inch,n,123,"inch, inches",useful,2252
2251,bump|v,bump,v,123,"bump, bumped, bumping, bumps",useful,2251
2250,belief|n,belief,n,123,"belief, beliefs",useful,2250
2257,rush|v,rush,v,123,"rush, rushed, rushes, rushing",useful,2257
2276,slowly|r,slowly,r,122,"slowly, slowlier, slowliest",useful,2276
2271,pile|n,pile,n,122,"pile, piles",useful,2271
2275,slave|n,slave,n,122,"slave, slaves",useful,2275
2273,pure|j,pure,j,122,"pure, purer, purest",useful,2273
2272,poison|n,poison,n,122,"poison, poisons",useful,2272
2274,romance|n,romance,n,122,"romance, romances",useful,2274
2270,jeans|n,jeans,n,122,jeans,useful,2270
2266,boo|u,boo,u,122,boo,useful,2266
2268,cruel|j,cruel,j,122,"cruel, crueler, crueller, cruelest, cruellest",useful,2268
2267,bullshit|n,bullshit,n,122,"bullshit, bullshits",useful,2267
2269,dial|v,dial,v,122,"dial, dialed, dialing, dials",useful,2269
2283,poster|n,poster,n,121,"poster, posters",useful,2283
2287,ultimate|j,ultimate,j,121,ultimate,useful,2287
2286,sword|n,sword,n,121,"sword, swords",useful,2286
2285,sweep|v,sweep,v,121,"sweep, sweeping, sweeps, swept",useful,2285
2284,Russian|K,Russian,K,121,"Russian, Russians",useful,2284
2281,opera|n,opera,n,121,"opera, operas, opere",useful,2281
2282,pipe|n,pipe,n,121,"pipe, pipes",useful,2282
2280,gentle|j,gentle,j,121,"gentle, gentler, gentlest",useful,2280
2279,booth|n,booth,n,121,"booth, booths",useful,2279
2278,belly|n,belly,n,121,"belly, bellies",useful,2278
2277,awake|j,awake,j,121,awake,useful,2277
2299,title|n,title,n,120,"title, titles",useful,2299
2297,rare|j,rare,j,120,"rare, rarer, rarest",useful,2297
2295,psych|v,psych,v,120,"psych, psyched, psyching, psychs",useful,2295
2300,vision|n,vision,n,120,"vision, visions",useful,2300
2301,wrestle|v,wrestle,v,120,"wrestle, wrestled, wrestles, wrestling",useful,2301
2296,rain|v,rain,v,120,"rain, rained, raining, rains",useful,2296
2298,rumor|n,rumor,n,120,"rumor, rumors",useful,2298
2294,pride|n,pride,n,120,"pride, prides",useful,2294
2291,justice|n,justice,n,120,justice,useful,2291
2289,explode|v,explode,v,120,"explode, exploded, explodes, exploding",useful,2289
2290,float|v,float,v,120,"float, floated, floating, floats",useful,2290
2293,poker|n,poker,n,120,"poker, pokers",useful,2293
2288,debate|n,debate,n,120,"debate, debates",useful,2288
2292,kick|n,kick,n,120,"kick, kicks",useful,2292
2309,path|n,path,n,119,"path, paths",useful,2309
2314,smash|v,smash,v,119,"smash, smashed, smashes, smashing",useful,2314
2313,senator|n,senator,n,119,"senator, senators",useful,2313
2312,process|n,process,n,119,"process, processes",useful,2312
2311,prince|n,prince,n,119,"prince, princes",useful,2311
2310,permission|n,permission,n,119,"permission, permissions",useful,2310
2315,mean|j,mean,j,119,"mean, meaner, meanest",useful,2315
2308,painful|j,painful,j,119,"painful, painfuller, painfullest",useful,2308
2307,limo|n,limo,n,119,"limo, limos",useful,2307
2306,kidnap|v,kidnap,v,119,"kidnap, kidnaped, kidnaping, kidnapped, kidnapping, kidnaps",useful,2306
2305,hook|n,hook,n,119,"hook, hooks",useful,2305
2304,hockey|n,hockey,n,119,hockey,useful,2304
2303,connect|v,connect,v,119,"connect, connected, connecting, connects",useful,2303
2302,column|n,column,n,119,"column, columns",useful,2302
2327,sleep|n,sleep,n,118,"sleep, sleeps",useful,2327
2326,sail|v,sail,v,118,"sail, sailed, sailing, sails",useful,2326
2325,rope|n,rope,n,118,"rope, ropes",useful,2325
2324,print|v,print,v,118,"print, printed, printing, prints",useful,2324
2323,picture|v,picture,v,118,"picture, pictured, pictures, picturing",useful,2323
2322,iron|n,iron,n,118,"iron, irons",useful,2322
2321,helpful|j,helpful,j,118,helpful,useful,2321
2320,declare|v,declare,v,118,"declare, declared, declares, declaring",useful,2320
2319,ceremony|n,ceremony,n,118,"ceremony, ceremonies",useful,2319
2318,bat|n,bat,n,118,"bat, bats",useful,2318
2316,anytime|r,anytime,r,118,anytime,useful,2316
2317,back|j,back,j,118,back,useful,2317
2335,passion|n,passion,n,117,"passion, passions",useful,2335
2341,zombie|n,zombie,n,117,"zombie, zombi, zombies, zombis",useful,2341
2340,trick|v,trick,v,117,"trick, tricked, tricking, tricks",useful,2340
2339,pussy|n,pussy,n,117,"pussy, pussies",useful,2339
2338,popcorn|n,popcorn,n,117,popcorn,useful,2338
2337,poop|v,poop,v,117,"poop, pooped, pooping, poops",useful,2337
2336,personally|r,personally,r,117,personally,useful,2336
2334,pardon|v,pardon,v,117,"pardon, pardoned, pardoning, pardons",useful,2334
2333,melt|v,melt,v,117,"melt, melted, melting, melts",useful,2333
2331,flush|v,flush,v,117,"flush, flushed, flushes, flushing",useful,2331
2330,education|n,education,n,117,"education, educations",useful,2330
2329,doom|v,doom,v,117,"doom, doomed, dooming, dooms",useful,2329
2328,attend|v,attend,v,117,"attend, attended, attending, attends",useful,2328
2332,fry|n,fry,n,117,"fry, fries",useful,2332
2349,kind|j,kind,j,116,"kind, kinder, kindest",useful,2349
2353,stamp|n,stamp,n,116,"stamp, stamps",useful,2353
2352,prayer|n,prayer,n,116,"prayer, prayers",useful,2352
2351,match|v,match,v,116,"match, matched, matches, matching",useful,2351
2350,lion|n,lion,n,116,"lion, lions",useful,2350
2348,jazz|n,jazz,n,116,jazz,useful,2348
2347,excuse|n,excuse,n,116,"excuse, excuses",useful,2347
2346,entertainment|n,entertainment,n,116,"entertainment, entertainments",useful,2346
2345,discount|n,discount,n,116,"discount, discounts",useful,2345
2344,bowling|n,bowling,n,116,bowling,useful,2344
2343,bail|v,bail,v,116,"bail, bailed, bailing, bails",useful,2343
2342,ankle|n,ankle,n,116,"ankle, ankles",useful,2342
2361,pickle|n,pickle,n,115,"pickle, pickles",useful,2361
2367,wherever|fw,wherever,fw,115,wherever,useful,2367
2366,wave|v,wave,v,115,"wave, waved, waves, waving",useful,2366
2365,toward|fw,toward,fw,115,"toward, towards",useful,2365
2364,stab|v,stab,v,115,"stab, stabbed, stabbing, stabs",useful,2364
2363,recipe|n,recipe,n,115,"recipe, recipes",useful,2363
2362,puzzle|n,puzzle,n,115,"puzzle, puzzles",useful,2362
2354,betray|v,betray,v,115,"betray, betrayed, betraying, betrays",useful,2354
2360,negative|j,negative,j,115,negative,useful,2360
2359,lock|n,lock,n,115,"lock, locks",useful,2359
2358,expression|n,expression,n,115,"expression, expressions",useful,2358
2357,creative|j,creative,j,115,creative,useful,2357
2356,brownie|n,brownie,n,115,"brownie, brownies",useful,2356
2355,bracelet|n,bracelet,n,115,"bracelet, bracelets",useful,2355
2378,trophy|n,trophy,n,114,"trophy, trophies",useful,2378
2373,pudding|n,pudding,n,114,"pudding, puddings",useful,2373
2376,tit|n,tit,n,114,"tit, tits",useful,2376
2375,slide|v,slide,v,114,"slide, slid, slides, sliding",useful,2375
2374,seek|v,seek,v,114,"seek, seeking, seeks, sought",useful,2374
2377,trial|n,trial,n,114,"trial, trials",useful,2377
2372,mustache|n,mustache,n,114,"mustache, moustache, moustaches, mustaches",useful,2372
2370,central|j,central,j,114,central,useful,2370
2369,backwards|r,backwards,r,114,backwards,useful,2369
2368,article|n,article,n,114,"article, articles",useful,2368
2371,hamburger|n,hamburger,n,114,"hamburger, hamburgers",useful,2371
2386,lawn|n,lawn,n,113,"lawn, lawns",useful,2386
2393,whack|v,whack,v,113,"whack, whacked, whacking, whacks",useful,2393
2392,stretch|v,stretch,v,113,"stretch, stretched, stretches, stretching",useful,2392
2391,someplace|r,someplace,r,113,someplace,useful,2391
2390,sand|n,sand,n,113,"sand, sands",useful,2390
2388,pretzel|n,pretzel,n,113,"pretzel, pretzels",useful,2388
2387,place|v,place,v,113,"place, placed, places, placing",useful,2387
2389,routine|n,routine,n,113,"routine, routines",useful,2389
2385,ketchup|n,ketchup,n,113,"ketchup, catchup, catchups, catsup, catsups, ketchups",useful,2385
2383,engine|n,engine,n,113,"engine, engines",useful,2383
2382,easily|r,easily,r,113,easily,useful,2382
2381,decent|j,decent,j,113,decent,useful,2381
2380,damage|n,damage,n,113,"damage, damages",useful,2380
2379,best|n,best,n,113,"best, bests",useful,2379
2384,journey|n,journey,n,113,"journey, journeys",useful,2384
2410,source|n,source,n,112,"source, sources",useful,2410
2407,practically|r,practically,r,112,practically,useful,2407
2408,rule|v,rule,v,112,"rule, ruled, rules, ruling",useful,2408
2409,scotch|n,scotch,n,112,"scotch, scotches",useful,2409
2414,visit|n,visit,n,112,"visit, visits",useful,2414
2411,spoil|v,spoil,v,112,"spoil, spoiled, spoiling, spoils, spoilt",useful,2411
2412,teenager|n,teenager,n,112,"teenager, teenagers, teen, teens",useful,2412
2413,turtle|n,turtle,n,112,"turtle, turtles",useful,2413
2405,motion|n,motion,n,112,"motion, motions",useful,2405
2406,poke|v,poke,v,112,"poke, poked, pokes, poking",useful,2406
2399,determine|v,determine,v,112,"determine, determined, determines, determining",useful,2399
2404,media|n,media,n,112,media,useful,2404
2398,cabin|n,cabin,n,112,"cabin, cabins",useful,2398
2394,bloody|j,bloody,j,112,"bloody, bloodier, bloodiest",useful,2394
2403,jackass|n,jackass,n,112,"jackass, jackasses",useful,2403
2396,British|K,British,K,112,British,useful,2396
2397,budget|n,budget,n,112,"budget, budgets",useful,2397
2395,brand|n,brand,n,112,"brand, brands",useful,2395
2400,doggie|n,doggie,n,112,"doggie, doggy, doggies",useful,2400
2401,entertain|v,entertain,v,112,"entertain, entertained, entertaining, entertains",useful,2401
2402,helmet|n,helmet,n,112,"helmet, helmets",useful,2402
2425,inside|n,inside,n,111,"inside, insides",useful,2425
2433,wig|n,wig,n,111,"wig, wigs",useful,2433
2432,transfer|v,transfer,v,111,"transfer, transferred, transferring, transfers",useful,2432
2431,sharp|j,sharp,j,111,"sharp, sharper, sharpest",useful,2431
2430,reveal|v,reveal,v,111,"reveal, revealed, revealing, reveals",useful,2430
2429,respond|v,respond,v,111,"respond, responded, responding, responds",useful,2429
2428,puppet|n,puppet,n,111,"puppet, puppets",useful,2428
2427,phase|n,phase,n,111,"phase, phases",useful,2427
2426,past|j,past,j,111,past,useful,2426
2415,authority|n,authority,n,111,"authority, authorities",useful,2415
2424,hippie|n,hippie,n,111,"hippie, hippies, hippy",useful,2424
2419,confidence|n,confidence,n,111,confidence,useful,2419
2423,heal|v,heal,v,111,"heal, healed, healing, heals",useful,2423
2417,comment|n,comment,n,111,"comment, comments",useful,2417
2418,compete|v,compete,v,111,"compete, competed, competes, competing",useful,2418
2416,bleed|v,bleed,v,111,"bleed, bled, bleeding, bleeds",useful,2416
2420,convention|n,convention,n,111,"convention, conventions",useful,2420
2421,defend|v,defend,v,111,"defend, defended, defending, defends",useful,2421
2422,flash|n,flash,n,111,"flash, flashes",useful,2422
2443,label|n,label,n,110,"label, labels",useful,2443
2450,whom|fw,whom,fw,110,whom,useful,2450
2449,swing|n,swing,n,110,"swing, swings",useful,2449
2448,racist|j,racist,j,110,racist,useful,2448
2447,pump|v,pump,v,110,"pump, pumped, pumping, pumps",useful,2447
2446,pitch|v,pitch,v,110,"pitch, pitched, pitches, pitching",useful,2446
2445,mature|j,mature,j,110,"mature, maturer, maturest",useful,2445
2444,limit|n,limit,n,110,"limit, limits",useful,2444
2440,grand|j,grand,j,110,"grand, grander, grandest",useful,2440
2442,industry|n,industry,n,110,"industry, industries",useful,2442
2441,heat|v,heat,v,110,"heat, heated, heating, heats",useful,2441
2439,expert|n,expert,n,110,"expert, experts",useful,2439
2438,exit|n,exit,n,110,"exit, exits",useful,2438
2437,dolphin|n,dolphin,n,110,"dolphin, dolphins",useful,2437
2436,detective|n,detective,n,110,"detective, detectives",useful,2436
2435,command|n,command,n,110,"command, commands",useful,2435
2434,aisle|n,aisle,n,110,"aisle, aisles",useful,2434
2460,wave|n,wave,n,109,"wave, waves",useful,2460
2456,murderer|n,murderer,n,109,"murderer, murderers",useful,2456
2459,soccer|n,soccer,n,109,soccer,useful,2459
2458,pork|n,pork,n,109,pork,useful,2458
2457,occur|v,occur,v,109,"occur, occurred, occurring, occurs",useful,2457
2452,compliment|n,compliment,n,109,"compliment, compliments",useful,2452
2455,magician|n,magician,n,109,"magician, magicians",useful,2455
2453,fork|n,fork,n,109,"fork, forks",useful,2453
2451,comedian|n,comedian,n,109,"comedian, comedians, comedienne, comediennes",useful,2451
2454,guarantee|v,guarantee,v,109,"guarantee, guaranteed, guaranteeing, guarantees",useful,2454
2469,flirt|v,flirt,v,108,"flirt, flirted, flirting, flirts",useful,2469
2476,secretary|n,secretary,n,108,"secretary, secretaries",useful,2476
2475,route|n,route,n,108,"route, routes",useful,2475
2474,occasion|n,occasion,n,108,"occasion, occasions",useful,2474
2473,lost|j,lost,j,108,lost,useful,2473
2472,incident|n,incident,n,108,"incident, incidents",useful,2472
2471,hose|n,hose,n,108,"hose, hoses",useful,2471
2470,handicap|n,handicap,n,108,"handicap, handicaps",useful,2470
2468,fellow|n,fellow,n,108,"fellow, fellows",useful,2468
2467,estate|n,estate,n,108,"estate, estates",useful,2467
2466,encourage|v,encourage,v,108,"encourage, encouraged, encourages, encouraging",useful,2466
2465,behave|v,behave,v,108,"behave, behaved, behaves, behaving",useful,2465
2464,bam|u,bam,u,108,bam,useful,2464
2463,backup|n,backup,n,108,"backup, backups",useful,2463
2462,actress|n,actress,n,108,"actress, actresses",useful,2462
2461,access|n,access,n,108,"access, accesses",useful,2461
2484,legend|n,legend,n,107,"legend, legends",useful,2484
2489,vegetable|n,vegetable,n,107,"vegetable, vegetables",useful,2489
2488,threat|n,threat,n,107,"threat, threats",useful,2488
2487,talented|j,talented,j,107,talented,useful,2487
2486,tale|n,tale,n,107,"tale, tales",useful,2486
2485,production|n,production,n,107,"production, productions",useful,2485
2477,classy|j,classy,j,107,"classy, classier, classiest",useful,2477
2483,highly|r,highly,r,107,highly,useful,2483
2482,false|j,FALSE,j,107,"false, falser, falsest",useful,2482
2481,environment|n,environment,n,107,"environment, environments",useful,2481
2480,duh|u,duh,u,107,duh,useful,2480
2479,drown|v,drown,v,107,"drown, drowned, drowning, drowns",useful,2479
2478,confess|v,confess,v,107,"confess, confessed, confesses, confessing",useful,2478
2504,smell|n,smell,n,106,"smell, smells",useful,2504
2503,shitty|j,shitty,j,106,"shitty, shittier, shittiest",useful,2503
2502,self|n,self,n,106,"self, selves",useful,2502
2501,privacy|n,privacy,n,106,privacy,useful,2501
2498,pepper|n,pepper,n,106,"pepper, peppers",useful,2498
2500,picnic|n,picnic,n,106,"picnic, picnics",useful,2500
2499,phrase|n,phrase,n,106,"phrase, phrases",useful,2499
2494,forth|r,forth,r,106,forth,useful,2494
2497,offend|v,offend,v,106,"offend, offended, offending, offends",useful,2497
2495,judgment|n,judgment,n,106,"judgment, judgement, judgements, judgments",useful,2495
2493,experience|v,experience,v,106,"experience, experienced, experiences, experiencing",useful,2493
2492,cruise|n,cruise,n,106,"cruise, cruises",useful,2492
2491,capital|n,capital,n,106,"capital, capitals",useful,2491
2490,amen|u,amen,u,106,amen,useful,2490
2496,nonsense|n,nonsense,n,106,nonsense,useful,2496
2511,fascinating|j,fascinating,j,105,fascinating,useful,2511
2517,victory|n,victory,n,105,"victory, victories",useful,2517
2516,sample|n,sample,n,105,"sample, samples",useful,2516
2515,pronounce|v,pronounce,v,105,"pronounce, pronounced, pronounces, pronouncing",useful,2515
2513,gal|n,gal,n,105,"gal, gals",useful,2513
2512,fear|v,fear,v,105,"fear, feared, fearing, fears",useful,2512
2514,ham|n,ham,n,105,"ham, hams",useful,2514
2510,earring|n,earring,n,105,"earring, earrings",useful,2510
2508,coma|n,coma,n,105,"coma, comas",useful,2508
2507,cheers|u,cheers,u,105,cheers,useful,2507
2506,billion|m,billion,m,105,"billion, billions",useful,2506
2505,attach|v,attach,v,105,"attach, attached, attaches, attaching",useful,2505
2509,contain|v,contain,v,105,"contain, contained, containing, contains",useful,2509
2524,fate|n,fate,n,104,"fate, fates",useful,2524
2529,response|n,response,n,104,"response, responses",useful,2529
2528,pleased|j,pleased,j,104,pleased,useful,2528
2527,particular|j,particular,j,104,particular,useful,2527
2526,ninety|m,ninety,m,104,"ninety, nineties",useful,2526
2525,hallway|n,hallway,n,104,"hallway, hallways",useful,2525
2521,depressed|j,depressed,j,104,depressed,useful,2521
2523,explanation|n,explanation,n,104,"explanation, explanations",useful,2523
2522,drama|n,drama,n,104,"drama, dramas",useful,2522
2520,concentrate|v,concentrate,v,104,"concentrate, concentrated, concentrates, concentrating",useful,2520
2519,cereal|n,cereal,n,104,"cereal, cereals",useful,2519
2518,behold|u,behold,u,104,behold,useful,2518
2530,search|v,search,v,104,"search, searched, searches, searching",useful,2530
2542,thee|fw,thee,fw,103,thee,useful,2542
2540,shout|v,shout,v,103,"shout, shouted, shouting, shouts",useful,2540
2541,site|n,site,n,103,"site, sites",useful,2541
2538,satisfy|v,satisfy,v,103,"satisfy, satisfied, satisfies, satisfying",useful,2538
2543,tonight|n,tonight,n,103,tonight,useful,2543
2544,unit|n,unit,n,103,"unit, units",useful,2544
2539,sexually|r,sexually,r,103,sexually,useful,2539
2532,ground|v,ground,v,103,"ground, grounds, grounding, grounded",useful,2532
2537,purchase|v,purchase,v,103,"purchase, purchased, purchases, purchasing",useful,2537
2535,miserable|j,miserable,j,103,"miserable, miserabler, miserablest",useful,2535
2534,lower|v,lower,v,103,"lower, lowers, lowering, lowered",useful,2534
2533,liquor|n,liquor,n,103,"liquor, liquors",useful,2533
2531,cold|n,cold,n,103,"cold, colds",useful,2531
2536,pin|n,pin,n,103,"pin, pins",useful,2536
2554,muscle|n,muscle,n,102,"muscle, muscles",useful,2554
2560,valuable|j,valuable,j,102,valuable,useful,2560
2559,tiger|n,tiger,n,102,"tiger, tigers",useful,2559
2558,sweat|v,sweat,v,102,"sweat, sweated, sweating, sweats",useful,2558
2557,rent|n,rent,n,102,"rent, rents",useful,2557
2556,opposite|n,opposite,n,102,"opposite, opposites",useful,2556
2555,nearly|r,nearly,r,102,nearly,useful,2555
2553,lemonade|n,lemonade,n,102,"lemonade, lemonades",useful,2553
2552,imaginary|j,imaginary,j,102,imaginary,useful,2552
2551,gravy|n,gravy,n,102,"gravy, gravies",useful,2551
2550,good-looking|j,good-looking,j,102,good-looking,useful,2550
2549,fur|n,fur,n,102,"fur, furs",useful,2549
2548,donate|v,donate,v,102,"donate, donated, donates, donating",useful,2548
2547,cool|v,cool,v,102,"cool, cooled, cooling, cools",useful,2547
2546,condo|n,condo,n,102,"condo, condoes, condos",useful,2546
2545,complaint|n,complaint,n,102,"complaint, complaints",useful,2545
2568,lamp|n,lamp,n,101,"lamp, lamps",useful,2568
2574,thief|n,thief,n,101,"thief, thieves",useful,2574
2573,text|n,text,n,101,"text, texts",useful,2573
2572,staff|n,staff,n,101,"staff, staffs, staves",useful,2572
2571,roller|n,roller,n,101,"roller, rollers",useful,2571
2570,peach|n,peach,n,101,"peach, peaches",useful,2570
2569,orange|j,orange,j,101,orange,useful,2569
2561,alcoholic|n,alcoholic,n,101,"alcoholic, alcoholics",useful,2561
2567,human|n,human,n,101,"human, humans",useful,2567
2566,horn|n,horn,n,101,"horn, horns",useful,2566
2565,farmer|n,farmer,n,101,"farmer, farmers",useful,2565
2564,failure|n,failure,n,101,"failure, failures",useful,2564
2563,counselor|n,counselor,n,101,"counselor, counselors",useful,2563
2562,arrest|n,arrest,n,101,"arrest, arrests",useful,2562
2583,dry|v,dry,v,100,"dry, dried, dries, drying",useful,2583
2590,trunk|n,trunk,n,100,"trunk, trunks",useful,2590
2589,treatment|n,treatment,n,100,"treatment, treatments",useful,2589
2588,patch|n,patch,n,100,"patch, patches",useful,2588
2587,owner|n,owner,n,100,"owner, owners",useful,2587
2586,open|j,open,j,100,open,useful,2586
2585,location|n,location,n,100,"location, locations",useful,2585
2584,haunt|v,haunt,v,100,"haunt, haunted, haunting, haunts",useful,2584
2579,coast|n,coast,n,100,"coast, coasts",useful,2579
2582,directly|r,directly,r,100,directly,useful,2582
2580,cure|n,cure,n,100,"cure, cures",useful,2580
2575,force|n,force,n,100,"force, forces",useful,2575
2578,campus|n,campus,n,100,"campus, campuses",useful,2578
2577,approve|v,approve,v,100,"approve, approved, approves, approving",useful,2577
2576,secret|j,secret,j,100,secret,useful,2576
2581,dinosaur|n,dinosaur,n,100,"dinosaur, dinosaurs",useful,2581
2606,sausage|n,sausage,n,99,"sausage, sausages",useful,2606
2603,opening|n,opening,n,99,"opening, openings",useful,2603
2604,personality|n,personality,n,99,"personality, personalities",useful,2604
2605,publish|v,publish,v,99,"publish, published, publishes, publishing",useful,2605
2610,violent|j,violent,j,99,"violent, violenter, violentest",useful,2610
2607,spot|v,spot,v,99,"spot, spots, spotted, spotting",useful,2607
2608,underneath|fw,underneath,fw,99,underneath,useful,2608
2609,unfair|j,unfair,j,99,"unfair, unfairer, unfairest",useful,2609
2611,wizard|n,wizard,n,99,"wizard, wizards",useful,2611
2602,musical|j,musical,j,99,musical,useful,2602
2601,lottery|n,lottery,n,99,"lottery, lotteries",useful,2601
2600,intend|v,intend,v,99,"intend, intended, intending, intends",useful,2600
2594,brunch|n,brunch,n,99,"brunch, brunches",useful,2594
2591,abortion|n,abortion,n,99,"abortion, abortions",useful,2591
2599,dust|n,dust,n,99,"dust, dusts",useful,2599
2593,bartender|n,bartender,n,99,"bartender, bartenders",useful,2593
2592,bark|v,bark,v,99,"bark, barked, barking, barks",useful,2592
2595,casual|j,casual,j,99,casual,useful,2595
2596,chaos|n,chaos,n,99,chaos,useful,2596
2597,chief|n,chief,n,99,"chief, chiefs",useful,2597
2598,chop|n,chop,n,99,"chop, chops",useful,2598
2619,height|n,height,n,98,"height, heights",useful,2619
2625,shy|j,shy,j,98,"shy, shier, shyer, shiest, shyest",useful,2625
2624,reaction|n,reaction,n,98,"reaction, reactions",useful,2624
2623,punk|n,punk,n,98,"punk, punks",useful,2623
2622,pass|n,pass,n,98,"pass, passes",useful,2622
2621,nephew|n,nephew,n,98,"nephew, nephews",useful,2621
2620,labor|n,labor,n,98,"labor, labors",useful,2620
2614,attempt|v,attempt,v,98,"attempt, attempted, attempting, attempts",useful,2614
2618,footage|n,footage,n,98,footage,useful,2618
2616,bush|n,bush,n,98,"bush, bushes",useful,2616
2615,badly|r,badly,r,98,badly,useful,2615
2612,aboard|r,aboard,r,98,aboard,useful,2612
2613,argue|v,argue,v,98,"argue, argued, argues, arguing",useful,2613
2617,fold|v,fold,v,98,"fold, folded, folding, folds",useful,2617
2634,fence|n,fence,n,97,"fence, fences",useful,2634
2642,touch|n,touch,n,97,"touch, touches",useful,2642
2641,taxi|n,taxi,n,97,"taxi, taxies, taxis",useful,2641
2640,skull|n,skull,n,97,"skull, skulls",useful,2640
2639,refrigerator|n,refrigerator,n,97,"refrigerator, refrigerators",useful,2639
2638,pole|n,pole,n,97,"pole, poles",useful,2638
2637,organ|n,organ,n,97,"organ, organs",useful,2637
2636,noodle|n,noodle,n,97,"noodle, noodles",useful,2636
2635,glue|n,glue,n,97,"glue, glues",useful,2635
2633,expose|v,expose,v,97,"expose, exposed, exposes, exposing",useful,2633
2632,emotion|n,emotion,n,97,"emotion, emotions",useful,2632
2631,delightful|j,delightful,j,97,delightful,useful,2631
2630,cure|v,cure,v,97,"cure, cured, cures, curing",useful,2630
2629,courage|n,courage,n,97,courage,useful,2629
2628,colonel|n,colonel,n,97,"colonel, colonels",useful,2628
2627,civil|j,civil,j,97,civil,useful,2627
2626,cage|n,cage,n,97,"cage, cages",useful,2626
2652,nickname|n,nickname,n,96,"nickname, nicknames",useful,2652
2660,wander|v,wander,v,96,"wander, wandered, wandering, wanders",useful,2660
2659,virgin|n,virgin,n,96,"virgin, virgins",useful,2659
2658,urine|n,urine,n,96,urine,useful,2658
2657,soldier|n,soldier,n,96,"soldier, soldiers",useful,2657
2656,session|n,session,n,96,"session, sessions",useful,2656
2655,rack|n,rack,n,96,"rack, racks",useful,2655
2653,pea|n,pea,n,96,"pea, peas",useful,2653
2654,principal|n,principal,n,96,"principal, principals",useful,2654
2651,mug|n,mug,n,96,"mug, mugs",useful,2651
2646,cheek|n,cheek,n,96,"cheek, cheeks",useful,2646
2650,ladder|n,ladder,n,96,"ladder, ladders",useful,2650
2644,background|n,background,n,96,"background, backgrounds",useful,2644
2645,bravo|u,bravo,u,96,bravo,useful,2645
2643,airline|n,airline,n,96,"airline, airlines",useful,2643
2647,count|n,count,n,96,"count, counts",useful,2647
2648,expense|n,expense,n,96,"expense, expenses",useful,2648
2649,Irish|K,Irish,K,96,Irish,useful,2649
2678,thanks|n,thanks,n,95,thanks,useful,2678
2677,technology|n,technology,n,95,"technology, technologies",useful,2677
2676,sperm|n,sperm,n,95,"sperm, sperms",useful,2676
2675,shelter|n,shelter,n,95,"shelter, shelters",useful,2675
