,word,POS,ranking,Finnish,English
1327,era,n,3673.0,maailmankausi,era
1328,erection,n,4735.0,erektio,erection
1329,,,,stondis,erection (formal)
1330,error,n,3222.0,kämmi,error
1331,escape,v,1744.0,pakeneminen,escape
1332,escape,n,3032.0,pakeneminen,escape
1333,espresso,n,4942.0,espresso,espresso
1334,essay,n,3242.0,essee,essay
1335,essence,n,4943.0,olemus,essence
1336,eternity,n,2987.0,iankaikkisuus,eternity
1337,eve,n,2036.0,aatto,eve
1338,evening,n,800.0,ilta,evening
1339,event,n,1143.0,tapahtuma,event
1340,evidence,n,1798.0,todiste,evidence
1341,evolution,n,3602.0,evoluutio,evolution
1342,ex,n,2218.0,eksä,ex
1343,example,n,1514.0,esimerkki,example
1344,exception,n,3603.0,poikkeus,exception
1345,exchange,n,3138.0,vaihto,exchange
1346,exchange,v,3559.0,vaihto,exchange
1347,excitement,n,3753.0,jännitys,excitement
1348,exclamation,n,4944.0,huudahdus,exclamation
1349,exercise,n,2095.0,harjoitus,exercise
1350,exercise,v,5011.0,harjoitus,exercise
1351,exhibit,n,3674.0,näyttely,exhibit
1352,existence,n,3793.0,olemassaolo,existence
1353,,,,liittymä,exit (junction)
1354,exit,n,2438.0,uloskäynti,exit
1355,expense,n,2648.0,kustannus,expense
1356,experience,n,1073.0,kokemus,experience
1357,experience,v,2493.0,kokemus,experience
1358,experiment,n,2122.0,koe,experiment
1359,experiment,v,4683.0,koe,experiment
1360,expert,n,2439.0,asiantuntija,expert
1361,explanation,n,2523.0,selitys,explanation
1362,explosion,n,3842.0,räjähdys,explosion
1363,express,v,1719.0,pikavuoro,express
1364,expression,n,2358.0,ilmaisu,expression
1365,extension,n,4116.0,jatke,extension
1366,extra,j,968.0,ekstra,extra
1367,extra,r,2979.0,ekstra,extra
1368,extreme,j,3635.0,ääripää,extreme
1369,eye,n,325.0,silmä,eye
1370,eyeball,n,4880.0,silmämuna,eyeball
1371,eyebrow,n,3755.0,kulmakarva,eyebrow
1372,fabric,n,3386.0,kangas,fabric
1373,,,,kasvot,face (formal)
1374,face,n,430.0,naama,face
1375,face,v,473.0,naama,face
1376,facility,n,3303.0,fasiliteetti,facility
1377,fact,n,443.0,fakta,fact
1378,faculty,n,4946.0,tiedekunta,faculty
1379,fair,j,615.0,messut,fair
1380,faith,n,1669.0,usko,faith
1381,fall,v,401.0,putous,fall
1382,fall,n,3162.0,putous,fall
1383,fame,n,3675.0,kuuluisuus,fame
1384,family,n,239.0,perhe,family
1385,fan,n,813.0,tuuletin,fan
1386,fantasy,n,1799.0,fantasia,fantasy
1387,farm,n,1217.0,maatila,farm
1388,farmer,n,2565.0,viljelijä,farmer
1389,fast,r,685.0,paasto,fast
1390,fast,j,1027.0,paasto,fast
1391,fat,j,404.0,rasva,fat
1392,fate,n,2524.0,sallimus,fate
1393,father,n,301.0,isä,father
1394,fatso,n,4314.0,läskivasara,fatso
1395,fatty,n,4212.0,punkero,fatty
1396,fault,n,630.0,siirros,fault
1397,favorite,j,708.0,favoriitti,favorite
1398,favorite,n,1525.0,favoriitti,favorite
1399,fax,v,3524.0,faksi,fax
1400,fax,n,4266.0,faksi,fax
1401,fear,n,1186.0,pelko,fear
1402,fear,v,2512.0,pelko,fear
1403,feather,n,4163.0,sulka,feather
1404,feature,n,2920.0,toiminto,feature
1405,feature,v,4164.0,toiminto,feature
1406,fee,n,2962.0,maksu,fee
1407,feel,v,124.0,tuntu,feel
1408,feeling,n,703.0,tunne,feeling
1409,female,j,1660.0,naaras,female
1410,female,n,4947.0,naaras,female
1411,fence,n,2634.0,aita,fence
1412,festival,n,2073.0,festivaali,festival
1413,fetch,v,4268.0,nouto,fetch
1414,fever,n,2828.0,kuume,fever
1415,fiance,n,3056.0,morsian,fiance
1416,fiction,n,4315.0,fiktio,fiction
1417,field,n,974.0,pelto,field
1418,fight,v,453.0,tappelu,fight
1419,fight,n,682.0,tappelu,fight
1420,fighter,n,3968.0,sotija,fighter
1421,figure,v,464.0,figuuri,figure
1422,figure,n,3081.0,figuuri,figure
1423,file,n,2209.0,tiedosto,file
1424,file,v,3223.0,tiedosto,file
1425,film,n,881.0,filmi,film
1426,film,v,3033.0,filmi,film
1427,filth,n,4761.0,saasta,filth
1428,final,j,1074.0,loppukilpailu,final
1429,finale,n,4948.0,finaali,finale
1430,fine,j,164.0,sakko,fine
1431,fire,v,499.0,tuli,fire
1432,fire,n,554.0,tuli,fire
1433,fireman,n,2854.0,palosotilas,fireman
1434,fireplace,n,4684.0,takka,fireplace
1435,firework,n,2871.0,ilotulite,firework
1436,firm,n,2921.0,firma,firm
1437,firm,j,3202.0,firma,firm
1438,fish,n,728.0,kala,fish
1439,fish,v,2115.0,kala,fish
1440,fist,n,3560.0,nyrkki,fist
1441,fit,v,969.0,kohtaus,fit
1442,fit,n,2922.0,kohtaus,fit
1443,fitness,n,4762.0,kuntoilu,fitness
1444,flag,n,1244.0,lippu,flag
1445,flame,n,2963.0,liekki,flame
1446,flap,v,4882.0,läppä,flap
1447,flash,n,2422.0,väläys,flash
1448,flash,v,3926.0,väläys,flash
1449,flaw,n,4949.0,vika,flaw
1450,flesh,n,3415.0,liha,flesh
1451,flight,n,1128.0,lento,flight
1452,flirt,v,2469.0,flirttailu,flirt
1453,float,v,2290.0,koho,float
1454,flood,n,4686.0,tulva,flood
1455,floor,n,706.0,kerros,floor
1456,floss,v,4922.0,hammaslanka,floss
1457,flow,n,3487.0,virta,flow
1458,flow,v,4491.0,virta,flow
1459,flower,n,1024.0,kukka,flower
1460,flu,n,3713.0,lentsu,flu
1461,fluid,n,4213.0,fluidi,fluid
1462,flush,v,2331.0,huuhtelu,flush
1463,flute,n,3252.0,huilu,flute
1464,fly,v,612.0,kärpänen,fly
1465,fly,n,3224.0,kärpänen,fly
1466,flyer,n,3927.0,lentolehtinen,flyer
1467,flying,j,4149.0,lentäminen,flying
1468,foam,n,4065.0,vaahto,foam
1469,focus,n,1702.0,polttopiste,focus
1470,focus,v,1827.0,polttopiste,focus
1471,fog,n,4384.0,sumu,fog
1472,fold,v,2617.0,taitos,fold
1473,folk,n,4432.0,folk,folk
1474,food,n,357.0,ruoka,food
1475,fool,n,1374.0,hölmö,fool
1476,fool,v,1614.0,hölmö,fool
1477,foot,n,534.0,jalka,foot
1478,football,n,1052.0,jalkapallo,football
1479,forehead,n,3714.0,otsa,forehead
1480,forest,n,1938.0,metsä,forest
1481,forgiveness,n,4763.0,anteeksianto,forgiveness
1482,fork,n,2453.0,haarukka,fork
1483,form,n,1138.0,lomake,form
1484,form,v,2731.0,lomake,form
1485,formula,n,5014.0,kaava,formula
1486,fortune,n,1774.0,tuuri,fortune
1487,foundation,n,2964.0,säätiö,foundation
1488,fountain,n,3011.0,suihkulähde,fountain
1489,four,m,317.0,nelonen,four
1490,frame,n,2855.0,kehys,frame
1491,frame,v,3186.0,kehys,frame
1492,fraud,n,2732.0,petos,fraud
1493,freak,v,629.0,kummajainen,freak
1494,freak,n,1681.0,kummajainen,freak
1495,freedom,n,1928.0,vapaus,freedom
1496,freezer,n,3106.0,pakastin,freezer
1497,friend,n,125.0,ystävä,friend
1498,friendly,j,2005.0,oma,friendly
1499,friendship,n,1370.0,ystävyys,friendship
1500,,,,frisbee,frisbee
1501,frog,n,1948.0,sammakko,frog
1502,front,n,485.0,etumus,front
1503,front,j,2829.0,etumus,front
1504,fruit,n,1381.0,hedelmä,fruit
1505,fucking,r,1208.0,nussinta,fucking
1506,fun,n,228.0,hupi,fun
1507,fun,j,1785.0,hupi,fun
1508,function,n,3604.0,funktio,function
1509,fund,n,3351.0,rahasto,fund
1510,fur,n,2549.0,turkis,fur
1511,furniture,n,2191.0,kalusteet,furniture
1512,future,n,795.0,tulevaisuus,future
1513,future,j,1588.0,tulevaisuus,future
1514,gag,n,4095.0,suukapula,gag
1515,gain,v,2148.0,hyöty,gain
1516,galaxy,n,4884.0,linnunrata,galaxy
1517,gallery,n,3794.0,galleria,gallery
1518,gallon,n,4950.0,gallona,gallon
1519,gamble,v,2750.0,uhkapeli,gamble
1520,game,n,255.0,peli,game
1521,gang,n,1493.0,jengi,gang
1522,gap,n,4435.0,väli,gap
1523,garage,n,1865.0,autotalli,garage
1524,garden,n,1890.0,puutarha,garden
1525,gardener,n,4951.0,puutarhuri,gardener
1526,garlic,n,4492.0,valkosipuli,garlic
1527,,,,bensa,gas (petrol)
1528,,,,kaasu,gas (state)
1529,gate,n,2174.0,portti,gate
1530,gay,j,372.0,homo,gay
1531,gene,n,3676.0,geeni,gene
1532,general,j,1597.0,kenraali,general
1533,generation,n,2009.0,sukupolvi,generation
1534,genitals,n,4765.0,genitaalit,genitals
1535,genius,n,1115.0,nero,genius
1536,gentleman,n,537.0,herrasmies,gentleman
1537,gesture,n,2667.0,ele,gesture
1538,ghost,n,1332.0,haamu,ghost
1539,giant,j,960.0,jätti,giant
1540,giant,n,3561.0,jätti,giant
1541,gift,n,518.0,lahja,gift
1542,gig,n,2830.0,keikka,gig
1543,girl,n,167.0,tyttö,girl
1544,girlfriend,n,508.0,tyttöystävä,girlfriend
1545,glass,n,1066.0,lasi,glass
1546,glitter,n,4217.0,kimalle,glitter
1547,glue,n,2635.0,liima,glue
1548,goal,n,2246.0,päämäärä,goal
1549,goat,n,2064.0,vuohi,goat
1550,goddess,n,4166.0,jumalatar,goddess
1551,godfather,n,4272.0,kummi,godfather
1552,gold,n,1158.0,kulta,gold
1553,golf,n,1240.0,golf,golf
1554,golf,v,4493.0,golf,golf
1555,good,j,43.0,hyödyke,good
1556,goodness,n,1351.0,hyvyys,goodness
1557,goods,n,3929.0,tavara,goods
1558,gorilla,n,3253.0,gorilla,gorilla
1559,gossip,n,3607.0,juoru,gossip
1560,government,n,1139.0,hallitus,government
1561,grab,v,686.0,koura,grab
1562,grace,n,3489.0,armo,grace
1563,grade,n,938.0,aste,grade
1564,grade,v,5016.0,aste,grade
1565,grader,n,2700.0,tiehöylä,grader
1566,graduation,n,3971.0,valmistuminen,graduation
1567,grand,j,2440.0,tonni,grand
1568,grand,n,2898.0,tonni,grand
1569,grandfather,n,2185.0,isoisä,grandfather
1570,grandma,n,1277.0,mummu,grandma
1571,grandmother,n,1603.0,isoäiti,grandmother
1572,grandpa,n,915.0,vaari,grandpa
1573,grandson,n,4558.0,tyttärenpoika,grandson
1574,grant,v,1993.0,apuraha,grant
1575,grape,n,2221.0,rypäle,grape
1576,grass,n,3139.0,ruoho,grass
1577,grave,n,2010.0,hauta,grave
1578,gravity,n,3311.0,painovoima,gravity
1579,gray,j,2751.0,gray,gray
1580,green,j,1067.0,vihreä,green
1581,grip,n,4805.0,pyyry,grip
1582,,,,ruokakauppa,grocery store
1583,groin,n,4494.0,nivuset,groin
1584,groom,n,3254.0,sulhanen,groom
1585,gross,j,1278.0,brutto,gross
1586,ground,n,1060.0,maanpinta,ground
1587,ground,v,2532.0,maanpinta,ground
1588,group,n,621.0,ryhmä,group
1589,growth,n,3973.0,kasvu,growth
1590,guarantee,v,2454.0,takuu,guarantee
1591,guard,n,1539.0,vartija,guard
1592,guard,v,3844.0,vartija,guard
1593,guardian,n,4885.0,holhooja,guardian
1594,guess,v,183.0,veikkaus,guess
1595,guess,n,4767.0,veikkaus,guess
1596,guest,n,993.0,vieras,guest
1597,guide,n,3107.0,opas,guide
1598,guide,v,4953.0,opas,guide
1599,guilt,n,3082.0,syyllisyys,guilt
1600,guinea,j,3888.0,guinea,guinea
1601,guitar,n,1906.0,kitara,guitar
1602,gum,n,1323.0,ien,gum
1603,gun,n,650.0,pyssy,gun
1604,guy,n,60.0,sälli,guy
1605,gym,n,1289.0,kuntosali,gym
1606,habit,n,2872.0,tottumus,habit
1607,hack,v,3845.0,hakku,hack
1608,hail,v,3312.0,raesade,hail
1609,hair,n,413.0,hius,hair
1610,haircut,n,2210.0,tukanleikkuu,haircut
1611,half,fw,726.0,puolikas,half
1612,half,m,913.0,puolikas,half
1613,half,n,1761.0,puolikas,half
1614,hall,n,934.0,sali,hall
1615,ham,n,2514.0,kinkku,ham
1616,hamburger,n,2371.0,hampurilainen,hamburger
1617,hammer,n,2857.0,vasara,hammer
1618,hammock,n,4954.0,riippumatto,hammock
1619,hamster,n,3930.0,hamsteri,hamster
1620,hand,n,339.0,käsi,hand
1621,hand,v,538.0,käsi,hand
1622,handicap,n,2470.0,vamma,handicap
1623,handle,v,768.0,kädensija,handle
1624,handle,n,3313.0,kädensija,handle
1625,happiness,n,2037.0,onni,happiness
1626,harassment,n,2831.0,ahdistelu,harassment
1627,harm,n,3108.0,harmi,harm
1628,harm,v,4736.0,harmi,harm
1629,hat,n,509.0,hattu,hat
1630,hay,n,3314.0,heinä,hay
1631,head,n,276.0,pää,head
1632,head,v,816.0,pää,head
1633,headache,n,3757.0,päänsärky,headache
1634,headquarters,n,4316.0,pääkallonpaikka,headquarters
1635,health,n,1467.0,terveys,health
1636,heart,n,402.0,sydän,heart
1637,heat,n,1910.0,helle,heat
1638,heat,v,2441.0,helle,heat
1639,heavy,j,1652.0,ratapölkky,heavy
1640,heck,n,2079.0,halvattu,heck
1641,heck,u,3417.0,halvattu,heck
1642,heel,n,3165.0,kantapää,heel
1643,height,n,2619.0,korkeus,height
1644,helicopter,n,2708.0,helikopteri,helicopter
1645,hell,n,185.0,helvetti,hell
1646,helmet,n,2402.0,kypärä,helmet
1647,help,v,168.0,apu,help
1648,help,n,576.0,apu,help
1649,heritage,n,4688.0,perintö,heritage
1650,hero,n,916.0,sankari,hero
1651,heroin,n,4769.0,heroiini,heroin
1652,herpes,n,3387.0,herpes,herpes
1653,high,j,360.0,maanpetos,high
1654,highlight,n,4886.0,koroste,highlight
1655,hike,v,4496.0,vaellus,hike
1656,hike,n,4560.0,vaellus,hike
1657,hill,n,2923.0,kunnas,hill
1658,hint,n,3418.0,vihje,hint
1659,hip,n,1739.0,lonkka,hip
1660,hippie,n,2424.0,hippi,hippie
1661,history,n,790.0,historia,history
1662,hit,v,351.0,osuma,hit
1663,hit,n,1775.0,osuma,hit
1664,hoard,v,4887.0,kätkö,hoard
1665,hobby,n,3316.0,harrastus,hobby
1666,hockey,n,2304.0,hockey,hockey
1667,hold,v,254.0,talon etu,hold
1668,hold,n,3166.0,talon etu,hold
1669,holder,n,4317.0,pidike,holder
1670,hole,n,844.0,reikä,hole
1671,holiday,n,1195.0,loma,holiday
1672,home,n,175.0,koti,home
1673,homework,n,1522.0,läksy,homework
1674,honesty,n,3931.0,rehellisyys,honesty
1675,honey,n,270.0,hunaja,honey
1676,hood,n,4050.0,huppu,hood
1677,hook,v,1241.0,koukku,hook
1678,hook,n,2305.0,koukku,hook
1679,hoop,n,4636.0,vanne,hoop
1680,hop,v,3677.0,humala,hop
1681,hope,v,304.0,toivo,hope
1682,hope,n,1726.0,toivo,hope
1683,hormone,n,4031.0,hormoni,hormone
1684,horn,n,2566.0,torvi,horn
1685,horror,n,3255.0,kauhu,horror
1686,horse,n,863.0,hevonen,horse
1687,hose,n,2471.0,letku,hose
1688,hospital,n,723.0,lasaretti,hospital
1689,hostage,n,2752.0,panttivanki,hostage
1690,house,n,207.0,talo,house
1691,household,n,4771.0,kotitalous,household
1692,housekeeper,n,4167.0,emännöitsijä,housekeeper
1693,housewife,n,4689.0,kotirouva,housewife
1694,hug,n,1577.0,halaus,hug
1695,hug,v,1604.0,halaus,hug
1696,human,j,645.0,inehmo,human
1697,human,n,2567.0,inehmo,human
1698,hump,v,3419.0,kyttyrä,hump
1699,hundred,m,671.0,kihlakunta,hundred
1700,hunt,v,1815.0,jahti,hunt
1701,hurricane,n,3353.0,hurrikaani,hurricane
1702,hurry,v,888.0,kiire,hurry
1703,hurry,n,4274.0,kiire,hurry
1704,hybrid,n,3390.0,hybridi,hybrid
1705,hygiene,n,4888.0,hygienia,hygiene
1706,ice,n,584.0,jää,ice
1707,,,,henkilöpaperit,id
1708,idea,n,218.0,idea,idea
1709,ideal,j,4737.0,ihanne,ideal
1710,identity,n,2899.0,henkilöllisyys,identity
1711,idiot,n,587.0,idiootti,idiot
1712,illusion,n,4438.0,harha,illusion
1713,image,n,1858.0,kuvausjoukko,image
1714,imagination,n,1981.0,mielikuvitus,imagination
1715,immigrant,n,3013.0,maahanmuuttaja,immigrant
1716,importance,n,4497.0,tärkeys,importance
1717,impression,n,2176.0,vaikutelma,impression
1718,incident,n,2472.0,selkkaus,incident
1719,individual,n,4386.0,yksilö,individual
1720,industry,n,2442.0,teollisuus,industry
1721,infection,n,4439.0,infektio,infection
1722,influence,n,4440.0,vaikutus,influence
1723,information,n,1095.0,informaatio,information
1724,ingredient,n,3564.0,ainesosa,ingredient
1725,initiative,n,4957.0,aloitekyky,initiative
1726,injury,n,3014.0,loukkaantuminen,injury
1727,ink,n,4319.0,muste,ink
1728,inside,r,866.0,sisäpuoli,inside
1729,inside,fw,1040.0,sisäpuoli,inside
1730,inside,n,2425.0,sisäpuoli,inside
1731,inside,j,2669.0,sisäpuoli,inside
1732,inspector,n,2178.0,tarkastaja,inspector
1733,inspiration,n,3933.0,inspiraatio,inspiration
1734,instance,n,3565.0,instanssi,instance
1735,instinct,n,3795.0,vaisto,instinct
1736,institution,n,4889.0,instituutio,institution
1737,instrument,n,4320.0,instrumentti,instrument
1738,insult,v,1966.0,loukkaus,insult
1739,insult,n,3566.0,loukkaus,insult
1740,insurance,n,1558.0,vakuutus,insurance
1741,integrity,n,3759.0,suoraselkäisyys,integrity
1742,intelligence,n,3491.0,älykkyys,intelligence
1743,intention,n,4034.0,aie,intention
1744,interest,n,1589.0,mielenkiinto,interest
1745,interest,v,3848.0,mielenkiinto,interest
1746,intern,n,5022.0,harjoittelija,intern
1747,,,,netti,internet
1748,intervention,n,2989.0,interventio,intervention
1749,interview,n,1393.0,haastattelu,interview
1750,interview,v,2807.0,haastattelu,interview
1751,intimacy,n,4498.0,intiimiys,intimacy
1752,invention,n,3463.0,keksintö,invention
1753,inventor,n,4499.0,keksijä,inventor
1754,investigation,n,4388.0,selvitystyö,investigation
1755,investment,n,3038.0,panostus,investment
1756,investor,n,4389.0,sijoittaja,investor
1757,invitation,n,1776.0,kutsut,invitation
1758,iron,n,2322.0,rauta,iron
1759,irony,n,4222.0,ironia,irony
1760,island,n,967.0,saari,island
1761,itch,v,4567.0,kutina,itch
1762,item,n,1842.0,osio,item
1763,jackass,n,2403.0,aasiori,jackass
1764,jacket,n,830.0,takki,jacket
1765,jail,n,1235.0,putka,jail
1766,jam,n,2925.0,hillo,jam
1767,jam,v,2990.0,hillo,jam
1768,janitor,n,4170.0,vaksi,janitor
1769,jar,n,2125.0,hillopurkki,jar
1770,jaw,n,3492.0,leuka,jaw
1771,jazz,n,2348.0,jatsi,jazz
1772,jealousy,n,4640.0,mustasukkaisuus,jealousy
1773,jeans,n,2270.0,farkut,jeans
1774,jerk,n,808.0,nytkähdys,jerk
1775,jet,n,2686.0,gagaatti,jet
1776,jingle,v,4641.0,helinä,jingle
1777,jinx,v,4321.0,pahanilmanlintu,jinx
1778,job,n,227.0,duuni,job
1779,,,,työ,job (formal)
1780,joint,n,2965.0,liitos,joint
1781,joke,n,448.0,vitsi,joke
1782,joke,v,1982.0,vitsi,joke
1783,journal,n,3016.0,diaari,journal
1784,joy,n,2116.0,ilo,joy
1785,judge,n,1269.0,tuomari,judge
1786,judge,v,1430.0,tuomari,judge
1787,juice,n,1166.0,mehu,juice
1788,jump,v,760.0,hyppy,jump
1789,junior,j,1829.0,juniori,junior
1790,junk,n,1994.0,roju,junk
1791,jury,n,2253.0,raati,jury
1792,karaoke,n,4036.0,karaoke,karaoke
1793,karma,n,3760.0,karma,karma
1794,ketchup,n,2385.0,ketsuppi,ketchup
1795,key,n,571.0,avain,key
1796,kick,v,552.0,potku,kick
1797,kick,n,2292.0,potku,kick
1798,kidnap,v,2306.0,kidnappaus,kidnap
1799,kidney,n,1598.0,munuainen,kidney
1800,killer,n,1348.0,tappaja,killer
1801,kindergarten,n,2784.0,lastentarha,kindergarten
1802,king,n,786.0,kuningas,king
1803,kingdom,n,4643.0,kuningaskunta,kingdom
1804,,,,suudelma,kiss (long)
1805,,,,suukko,kiss (quick)
1806,kitchen,n,912.0,keittiö,kitchen
1807,kite,n,3849.0,leija,kite
1808,kitten,n,3679.0,kissanpentu,kitten
1809,knife,n,1428.0,veitsi,knife
1810,knight,n,3151.0,ritari,knight
1811,knock,v,787.0,koputus,knock
1812,knock,u,2991.0,koputus,knock
1813,knot,n,5026.0,solmu,knot
1814,knowledge,n,2687.0,tieto,knowledge
1815,label,n,2443.0,etiketti,label
1816,label,v,4644.0,etiketti,label
1817,lack,n,2943.0,vajaus,lack
1818,lack,v,4570.0,vajaus,lack
1819,ladder,n,2650.0,tikkaat,ladder
1820,lady,n,307.0,leidi,lady
1821,lake,n,1623.0,järvi,lake
1822,lamp,n,2568.0,lamppu,lamp
1823,landlord,n,5027.0,vuokranantaja,landlord
1824,lane,n,2873.0,kaista,lane
1825,language,n,1420.0,kieli,language
1826,laptop,n,3680.0,läppäri,laptop
1827,lasagna,n,4173.0,lasagne,lasagna
1828,laser,n,1653.0,laser,laser
1829,last,v,247.0,lesti,last
1830,last,m,318.0,lesti,last
1831,latte,n,3975.0,latte,latte
1832,laugh,v,575.0,naurahdus,laugh
1833,laugh,n,2192.0,naurahdus,laugh
1834,laughter,n,3085.0,nauru,laughter
1835,launch,v,3017.0,lanseeraus,launch
1836,laundry,n,1421.0,pyykki,laundry
1837,lava,n,4071.0,laava,lava
1838,law,n,758.0,laki,law
1839,lawn,n,2386.0,nurmikko,lawn
1840,lawsuit,n,2944.0,oikeusjuttu,lawsuit
1841,layer,n,3826.0,kerros,layer
1842,lead,v,841.0,etumatka,lead
1843,lead,n,1922.0,etumatka,lead
1844,leader,n,1433.0,johtaja,leader
1845,leadership,n,5028.0,johtajuus,leadership
1846,leaf,n,4775.0,lehti,leaf
1847,league,n,1570.0,liiga,league
1848,leak,n,3976.0,vuoto,leak
1849,leap,v,4776.0,harppaus,leap
1850,leap,n,4777.0,harppaus,leap
1851,lease,n,4738.0,vuokra,lease
1852,leather,n,3422.0,nahka,leather
1853,leave,v,144.0,vapaa,leave
1854,left,n,1276.0,lyly,left
1855,left,j,1986.0,lyly,left
1856,left,r,2763.0,lyly,left
1857,leg,n,643.0,jalka,leg
1858,legend,n,2484.0,pyhimystarina,legend
1859,lemon,n,2193.0,sitruuna,lemon
1860,lemonade,n,2553.0,limonadi,lemonade
1861,length,n,3638.0,pituus,length
1862,lesbian,n,1501.0,lesbo,lesbian
1863,lesson,n,852.0,oppitunti,lesson
1864,letter,n,814.0,kirje,letter
1865,level,n,977.0,taso,level
1866,liar,n,1505.0,valehtelija,liar
1867,library,n,1636.0,kirjasto,library
1868,license,n,1465.0,lisenssi,license
1869,lie,v,384.0,valhe,lie
1870,lie,n,1088.0,valhe,lie
1871,lieutenant,n,4692.0,luutnantti,lieutenant
1872,life,n,155.0,elämä,life
1873,lifestyle,n,3718.0,elämäntapa,lifestyle
1874,lifetime,n,2038.0,elinaika,lifetime
1875,,,,hissi,lift (elevator)
1876,,,,nosto,lift (act of lifting)
1877,light,n,605.0,valo,light
1878,light,v,1903.0,valo,light
1879,light,j,2900.0,valo,light
1880,lighting,n,3318.0,valaistus,lighting
1881,lightning,n,3639.0,salama,lightning
1882,limbo,n,4829.0,helvetin esikartano,limbo
1883,limit,n,2444.0,rajoitus,limit
1884,limit,v,3569.0,rajoitus,limit
1885,line,n,397.0,linja,line
1886,line,v,4037.0,linja,line
1887,link,n,4778.0,linkki,link
1888,lion,n,2350.0,jalopeura,lion
1889,lip,n,1349.0,huuli,lip
1890,lipstick,n,3494.0,huulipuna,lipstick
1891,liquid,n,4323.0,neste,liquid
1892,liquor,n,2533.0,viina,liquor
1893,list,n,710.0,lista,list
1894,list,v,3423.0,lista,list
1895,liver,n,4959.0,maksa,liver
1896,living,j,2901.0,eläminen,living
1897,living,n,3288.0,eläminen,living
1898,lizard,n,3761.0,lisko,lizard
1899,load,v,2194.0,kuorma,load
1900,load,n,2688.0,kuorma,load
1901,loan,v,3040.0,laina,loan
1902,loan,n,4960.0,laina,loan
1903,lobby,n,3319.0,aula,lobby
1904,lobster,n,1836.0,hummeri,lobster
1905,local,j,1434.0,paikallinen,local
1906,local,n,2927.0,paikallinen,local
1907,location,n,2585.0,sijoituspaikka,location
1908,lock,v,1068.0,lukko,lock
1909,lock,n,2359.0,lukko,lock
1910,locker,n,1878.0,lukkokaappi,locker
1911,,,,loki,log (in logbook)
1912,,,,logiikka,log (wooden log)
1913,look,v,57.0,katse,look
1914,look,n,419.0,katse,look
1915,lord,n,701.0,lordi,lord
1916,loser,n,904.0,häviäjä,loser
1917,loss,n,2211.0,kato,loss
1918,lot,n,171.0,palsta,lot
1919,lottery,n,2601.0,arvonta,lottery
1920,louse,n,2809.0,täi,louse
1921,love,v,108.0,rakkaus,love
1922,love,n,411.0,rakkaus,love
1923,lover,n,1703.0,rakastaja,lover
1924,loyalty,n,4125.0,uskollisuus,loyalty
1925,luck,n,620.0,onni,luck
1926,lump,n,4324.0,paakku,lump
1927,lunch,n,472.0,puolinen,lunch
1928,lung,n,3320.0,keuhko,lung
1929,lure,v,3978.0,viehe,lure
1930,lying,n,4646.0,makuu,lying
1931,macaroni,n,3979.0,makaroni,macaroni
1932,machine,n,578.0,kone,machine
1933,madam,n,1030.0,matami,madam
1934,madness,n,3424.0,hulluus,madness
1935,maestro,n,4127.0,maestro,maestro
1936,,,,mafia,mafia
1937,magazine,n,947.0,aikakauslehti,magazine
1938,magic,j,1016.0,taika,magic
1939,magic,n,3640.0,taika,magic
1940,magician,n,2455.0,maagikko,magician
1941,magnet,n,4325.0,magneetti,magnet
1942,maid,n,2015.0,palvelustyttö,maid
1943,maiden,n,4892.0,neito,maiden
1944,mail,n,1091.0,rengaspanssari,mail
1945,mail,v,4326.0,rengaspanssari,mail
1946,mailbox,n,4075.0,postilaatikko,mailbox
1947,mailman,n,3570.0,postinjakaja,mailman
1948,main,j,2136.0,pää-,main
1949,maintenance,n,3799.0,kunnossapito,maintenance
1950,majesty,n,5029.0,majesteetti,majesty
1951,makeup,n,2223.0,meikki,makeup
1952,male,j,1866.0,uros,male
1953,male,n,3496.0,uros,male
1954,man,n,86.0,mies,man
1955,manager,n,851.0,manageri,manager
1956,maniac,n,3681.0,maanikko,maniac
1957,mannequin,n,4573.0,mannekiini,mannequin
1958,manner,n,2834.0,käytöstapa,manner
1959,mansion,n,3355.0,kartano,mansion
1960,map,n,1973.0,kartta,map
1961,maple,n,4038.0,vaahtera,maple
1962,marathon,n,3464.0,maratonjuoksu,marathon
1963,march,v,2810.0,maaliskuu,march
1964,marijuana,n,2835.0,marihuana,marijuana
1965,mark,v,2088.0,merkki,mark
1966,mark,n,2212.0,merkki,mark
1967,market,n,1350.0,tori,market
1968,marketing,n,4327.0,markkinointi,marketing
1969,marriage,n,695.0,avioliitto,marriage
1970,married,j,4223.0,nainut,married
1971,marshmallow,n,3643.0,rohtosalkoruusu,marshmallow
1972,martini,n,3258.0,martini,martini
1973,mascot,n,3111.0,maskotti,mascot
1974,mask,n,2755.0,maski,mask
1975,mass,j,4803.0,massa,mass
1976,,,,messu,mass (in church)
1977,massage,n,1688.0,hieronta,massage
1978,massage,v,3571.0,hieronta,massage
1979,master,n,1641.0,isäntä,master
1980,master,v,3850.0,isäntä,master
1981,masterpiece,n,4782.0,mestariteos,masterpiece
1982,match,n,1617.0,ottelu,match
1983,match,v,2351.0,ottelu,match
1984,,,,tulitikku,matchstick
1985,material,n,2081.0,materiaali,material
1986,matter,v,504.0,aine,matter
1987,matter,n,610.0,aine,matter
1988,mattress,n,2992.0,patja,mattress
1989,may,v,153.0,toukokuu,may
